Soviet Union (URS)	11	8	6	25
 Austria (AUT)	4	5	3	12
 Norway (NOR)	3	6	6	15
 Finland (FIN)	3	4	3	10
 France (FRA)	3	4	0	7
 United Team of Germany (EUA)	3	3	3	9
 Sweden (SWE)	3	3	1	7
 United States (USA)	1	2	4	7
 Canada (CAN)	1	1	1	3
 Netherlands (NED)	1	1	0	2
 Great Britain (GBR)	1	0	0	1
 Italy (ITA)	0	1	3	4
 North Korea (PRK)	0	1	0	1
 Czechoslovakia (TCH)	0	0	1	1
