Country,Gold,Silver,Bronze,Total
USA,41,32,30,103
ITA,12,12,12,36
FRA,10,5,4,19
SWE,9,5,9,23
JPN,7,7,4,18
HUN,6,4,5,15
FIN,5,8,12,25
GBR,4,7,5,16
DEU,3,12,5,20
AUS,3,1,1,5
ARG,3,1,0,4
CAN,2,5,8,15
NLD,2,5,0,7
POL,2,1,4,7
ZAF,2,0,3,5
IRL,2,0,0,2
TCH,1,2,1,4
AUT,1,1,3,5
IND,1,0,0,1
DNK,0,3,3,6
MEX,0,2,0,2
LVA,0,1,0,1
NZL,0,1,0,1
CHE,0,1,0,1
PHL,0,0,3,3
ESP,0,0,1,1
URY,0,0,1,1
