Country,Gold,Silver,Bronze,Total
NOR,7,3,6,16
USA,4,6,1,11
FIN,3,4,2,9
DEU,3,2,2,7
AUT,2,4,2,8
CAN,1,0,1,2
ITA,1,0,1,2
GBR,1,0,0,1
NLD,0,3,0,3
SWE,0,0,4,4
CHE,0,0,2,2
FRA,0,0,1,1
HUN,0,0,1,1
